height_of_video_wall,width_of_video_wall,room_length,room_width,room_height,seating_type,seats_per_row,number_of_rows,seats_per_cluster,number_of_clusters,distance_from_video_wall,number_of_seats
4.929331261405855,7.7504073107571045,19.60412377102051,7.45797833637901,3.4577081520198627,row,13,1,0,0,22.49385926423653,13
4.714322516173092,6.675501212033644,10.305734306982764,12.19336476664618,4.560399550053025,cluster,0,0,1,5,2.9396006152922074,5
4.105384484997882,3.8340314727586042,9.658623822750508,6.56330277304191,4.476959999987263,row,4,2,0,0,5.2175853727843,8
2.8405658527264483,5.386742330258132,10.358561494533486,10.463858862902086,3.7928768300283817,cluster,0,0,1,5,11.483718326701943,5
2.4950368605637157,3.4715005700345376,7.523612563846257,5.641537974172262,3.840823951634858,row,6,1,0,0,10.61669773512978,6
3.3983541742647287,6.2148452406535935,13.727655395526465,11.408122212416192,4.538535385738065,cluster,0,0,1,6,6.8740892474023,6
3.689746981241154,7.47985571301104,13.957728920406009,9.918651056149987,4.791082102356134,row,5,2,0,0,15.141015685569997,10
2.9725022400312446,7.189347001968505,12.284184202328007,6.673790778258963,3.2648901023657233,cluster,0,0,1,6,1.6585813667553282,6
4.148470281803794,4.05037178762367,7.370574162428108,9.843411935842934,3.1612853124259166,row,4,1,0,0,17.627188760928775,4
3.024630448053457,6.362921808310928,12.737581144365315,8.959554394741259,3.419085793217314,cluster,0,0,1,6,3.8357080704335793,6
4.130033461010965,7.785934552375186,12.347717652440089,10.852917257334568,4.008210449742104,row,4,3,0,0,10.717527062517137,12
2.777535485256892,6.440233051590346,13.221716496293004,6.17870723333153,4.593817390989376,cluster,0,0,1,6,5.475550280091225,6
4.392869312124446,3.3178939883669516,10.916403505317014,11.592543908021462,4.033065667911391,row,3,3,0,0,13.582178123165871,9
2.184207790595015,4.412387558639127,11.710121156600131,6.930216484217869,4.196682233919521,cluster,0,0,1,5,1.1778822998012337,5
2.85500957203113,6.116507208738042,11.324335269536562,8.967584100671225,4.399158742920624,row,11,1,0,0,10.597027145890312,11
4.390306853577263,5.248359161474373,12.229285605731603,6.872629128740414,3.407764887674119,cluster,0,0,1,6,19.244352901456534,6
2.307037723025309,4.332045715957163,8.165941294853843,7.3263570608089275,4.357561567170575,row,2,4,0,0,9.335095144925251,8
2.1031319369656085,4.649450597690043,7.311600347861475,6.346893608270721,3.8731208957739085,cluster,0,0,1,3,8.321317810979963,3
3.8089990691863775,3.3706906375494494,7.015905608403112,10.452508312551416,4.076532844604185,row,5,1,0,0,14.964942763836882,5
2.2227159185807555,3.6066664189361908,5.805137983001259,4.857715956405034,3.608416759564464,cluster,0,0,1,2,9.338433892567693,2
3.0900845151515934,6.21316705335453,10.514018526475347,8.490391685969218,4.061035664787566,row,7,1,0,0,13.062002607295465,7
3.073588715436618,4.691164813258269,11.124743813623926,7.539105019365008,3.13155282846086,cluster,0,0,1,5,7.149032066064069,5
3.557249606518706,7.2658282892543,15.940215316272209,9.210149527150012,3.0628677017630928,row,3,5,0,0,11.734396379774244,15
4.545687907854116,7.836165521774108,17.756906546287578,13.554218176696526,3.7778307586533915,cluster,0,0,1,8,11.51705252030409,8
4.125393624215855,6.144812139654207,11.481696167592741,11.612736872229682,4.9261666716107495,row,9,1,0,0,2.360256715419354,9
3.158406452169518,5.18391360712053,7.185313881015876,10.787751603426138,4.866908296494434,cluster,0,0,1,3,2.1240436862378536,3
4.879316690404633,5.892689643110735,16.579051111039043,8.6175631400398,3.070804032955743,row,1,16,0,0,11.782188045856152,16
3.9592157865268236,7.64055577358831,20.10974064447364,10.399787321610194,4.89901705374351,cluster,0,0,1,10,16.534211504070715,10
2.2821602380599,5.81566219479342,12.875769093964703,4.482888421853573,4.303694808014184,row,1,12,0,0,10.416493975333989,12
4.162429001563353,5.956576722336674,12.59074797634382,9.6354738088107,3.2288913569331914,cluster,0,0,1,6,16.69969696976147,6
3.9018991311506666,7.993203886154916,10.620159133194965,11.29004050824966,4.724423031153288,row,1,10,0,0,8.404488429056046,10
3.0046855737480294,6.988515451913473,11.220292419279252,9.65729192340584,3.8188942971629354,cluster,0,0,1,5,10.14895562003504,5
3.145784978618145,5.579658648180963,8.91617311817977,8.338701841087088,3.5485046124008783,row,3,2,0,0,6.95429552198327,6
3.093877902911229,6.828763869772005,9.502956060057969,9.272760614066602,4.2610532249895,cluster,0,0,1,4,8.777413941520104,4
3.3424969637397846,3.8962416712018477,10.228170445346745,8.928035809007834,3.2105674601960734,row,10,1,0,0,3.365302115241741,10
3.630181584856764,5.03441039082073,14.7209690490966,8.091317245851382,3.7913357997489765,cluster,0,0,1,7,15.194593191689606,7
4.464209294123554,5.638062312940971,9.976427077482805,10.798722629063974,4.6297223499830835,row,4,2,0,0,21.835082101913837,8
4.783782734810101,7.79700343412394,19.977344508352743,12.988650280526294,3.9438888043081803,cluster,0,0,1,9,4.151533534937406,9
4.175012661287749,6.802331118271356,17.229004655182642,10.02309467765091,4.180496266645336,row,12,1,0,0,8.016311314161157,12
2.4839115791132476,7.412898491080402,15.511691573050994,5.89218411639065,4.773366185614635,cluster,0,0,1,7,12.153025977170397,7
2.255214029184958,5.049444299993434,8.92746683457212,7.5512961518613935,3.2432501204661826,row,8,1,0,0,5.800509102829325,8
4.432242632472305,5.025341911751632,7.673394750700152,13.124067319105894,4.670883387803734,cluster,0,0,1,3,19.91276919936525,3
3.9886112307157227,4.943536402981467,7.780525894589397,11.938354954487362,3.5738366132584747,row,4,1,0,0,2.6151662904397543,4
3.458533591223971,7.173198534667041,15.032097942800679,11.221738786075747,4.8743720245326125,cluster,0,0,1,7,14.9289206765931,7
4.139516636736682,3.2841980602274035,5.949855589980923,9.439503862897094,4.658698639411991,row,3,1,0,0,19.54432994899009,3
4.991528431125788,3.3867235184521256,9.627225224387452,7.360287347270681,3.47604558969906,cluster,0,0,1,4,12.510013882499056,4
3.7896883009291207,3.0461694697479005,6.819014097765429,6.1786023383301405,3.725686510545497,row,6,1,0,0,16.82365591204042,6
2.680931807688504,5.059038066366814,12.208953333118078,9.815226398871772,3.199065390190788,cluster,0,0,1,6,11.925893392339823,6
2.54363110701464,7.790336150493232,15.195708280383064,8.770627360758061,3.1426020703287216,row,1,15,0,0,7.405475069775088,15
4.578426409386335,3.2868985415855745,7.4349911945304346,10.550214872509342,3.9726589214559547,cluster,0,0,1,3,7.635208009193562,3
2.4475254229661,5.112967276592876,12.889569901650159,9.372163377808462,4.13612203109868,row,11,1,0,0,4.31332207900257,11
4.719693637818888,3.249385170073383,8.088329509623245,9.276624688659151,3.407115868179919,cluster,0,0,1,4,5.665871787429145,4
4.682618673657264,7.434036612252034,13.364482026419221,7.981499539195906,4.56781631202268,row,6,2,0,0,10.08908317325277,12
2.9932168759428346,4.4644086518512065,7.881729644302074,8.612612011336312,3.5480044204306775,cluster,0,0,1,3,6.633186623089338,3
3.2876121658773805,3.8169781321879883,7.847715148652023,9.731676931257017,4.607781466105737,row,2,3,0,0,2.151217829742447,6
2.3920726221912827,5.805902385934486,8.00292929762542,7.352348677647731,4.717901879222399,cluster,0,0,1,4,3.3456941013395314,4
2.3120318351447176,4.043053599706003,11.60371103184275,8.967482553242329,4.445195082178731,row,6,1,0,0,8.59897021897219,6
3.8923194074374,3.259086453184783,6.767391633956404,9.562400931243634,3.721783770591757,cluster,0,0,1,3,5.016488485755677,3
2.4617275247128965,7.106234677113459,11.716900327688974,7.580709756112315,4.914707471696717,row,3,3,0,0,5.194138307213781,9
2.3675004213056283,3.7301072557698545,10.131765042656788,7.503203526221877,3.2378400428536493,cluster,0,0,1,5,7.3397834366343915,5
3.387538786728868,4.8891867422329796,7.539502605748739,6.5461715321660225,4.430806530234468,row,5,1,0,0,6.602848075665698,5
3.92092522061266,7.732485453656096,17.462679405433743,8.624738231624255,4.359797505383151,cluster,0,0,1,8,11.65349686122443,8
4.91647253209367,3.9165446744377794,7.993564503907768,9.659737961891782,4.319622966577854,row,2,3,0,0,17.71321849802116,6
4.739364033422224,7.689446165172613,17.729350066487125,7.159726714907793,4.903465144587671,cluster,0,0,1,8,23.319080954483756,8
4.489739592965291,7.783079392498545,11.918115531769656,10.532400283693537,3.0697914797503443,row,8,1,0,0,8.308383367006183,8
3.5427067306889892,4.47607147860579,13.261489246342016,9.436177579144683,4.4650150819936085,cluster,0,0,1,6,3.4061055217378886,6
2.3664356757324834,5.384672532491658,9.160218894113987,4.799927342917153,3.1484026020120432,row,2,4,0,0,10.88259898425811,8
4.950950103447186,3.557686054280852,8.749764300010066,12.548397439758542,3.847291920773218,cluster,0,0,1,4,23.346826000965795,4
3.783825141774509,6.705653603522352,11.431913519869145,8.481448971391426,3.8593451311580385,row,5,2,0,0,6.945601361507234,10
3.122919580573584,3.0088565212315572,10.625283163339308,8.491320453271946,4.369627527439133,cluster,0,0,1,5,10.829486787129786,5
2.43591496884698,6.275735985596753,12.333308829552285,9.860466537957008,3.8830250400039237,row,9,1,0,0,6.092017886863907,9
2.330852040675662,4.771344371364937,10.881932502093765,7.340671144136556,4.7187618588087785,cluster,0,0,1,5,6.319117088243748,5
2.7755628739337075,5.4400379794425575,13.64797392511316,8.77864407569508,4.83075064213927,row,1,13,0,0,5.1178113221098815,13
2.955498388167559,4.051383605184297,7.52954187283195,6.334045274395039,4.095445181953767,cluster,0,0,1,3,10.756688079082425,3
4.2301326305942055,3.451556979237833,9.855867632284045,12.67358051841166,4.843461998190946,row,9,1,0,0,20.439561020531464,9
4.1541888546271135,5.019470619345583,12.30587351455674,6.707569280443349,3.990894151822872,cluster,0,0,1,6,18.230787708417214,6
2.156253836476491,5.922667517032599,11.05795298208139,8.592122787429613,4.813450512326909,row,8,1,0,0,3.7936537393327834,8
2.8296284681392643,5.023923676795251,7.184406948343282,7.745032387055877,4.3089540299029405,cluster,0,0,1,3,1.8833935164313593,3
3.5857901110169763,6.242766836569211,17.43891789639111,9.938935495313842,3.300959439832574,row,15,1,0,0,8.683840260879755,15
4.2463387527252525,6.285374458186178,11.730054825675383,8.086531649584868,3.0495254852022033,cluster,0,0,1,5,9.955982293760318,5
3.816931008094778,4.397323255986877,6.579379074770146,11.395625450494993,3.6153667722074196,row,5,1,0,0,16.042536386508935,5
2.420773829272836,7.658729346490147,12.591727212100391,5.73222658239148,3.7303850017732376,cluster,0,0,1,6,2.9313304270927065,6
4.515012091236815,7.6069025114307856,14.50154206383469,7.416296529651605,3.9526403524388147,row,8,1,0,0,12.270985880742153,8
2.3406925167856234,5.38812224090725,11.874107469316659,5.585007541485346,3.73374390958897,cluster,0,0,1,5,2.866527105267674,5
3.6037290522357894,7.493043475766645,11.019350748300754,7.57536184651994,4.076764344381355,row,3,3,0,0,3.1279960880061957,9
3.156678890591466,7.512383429584903,19.541888367905823,9.211856048443082,4.412295203060846,cluster,0,0,1,9,9.34825602094416,9
2.0933030984906336,5.331749445630152,11.689549994065077,4.105329972128561,3.269606212095165,row,9,1,0,0,9.398283798335772,9
4.7033039958892005,5.153291804878218,8.977346404384628,8.571466902808984,4.877457743324548,cluster,0,0,1,4,18.690339102442227,4
4.280956084404922,7.321372476527425,11.021722374894301,11.597739529405835,3.104665354651443,row,6,1,0,0,8.121215854139148,6
2.397488491085162,5.550782011415839,10.733717435471585,4.7726256954825335,3.934317640881998,cluster,0,0,1,5,5.75127789348716,5
4.114295863200756,4.8282398619541285,8.024164236629781,6.287558752178372,3.594813962222303,row,6,1,0,0,19.332905677287812,6
4.628319382423818,7.7995840026146706,12.093431482370029,9.596128629706877,4.6235031170505,cluster,0,0,1,6,3.5272825571713375,6
2.9867843512828927,5.538678766864022,15.78386737980388,9.579357404212118,4.603590435458875,row,3,5,0,0,13.69943945176275,15
4.1304356005504586,6.32302844247371,11.341160052289188,12.149496149470211,3.6821766480762967,cluster,0,0,1,5,14.436068207819329,5
4.504924546361893,6.308531068949725,11.821353795236774,9.951349259666284,3.0654859768774374,row,8,1,0,0,6.592826706747612,8
4.379101085261544,3.3757023360745353,7.746528050459169,6.554700343276531,3.75946387569315,cluster,0,0,1,3,3.864529422684862,3
4.4126490145416595,4.274835226653965,10.152473930534738,13.21212337075651,4.998033288416538,row,3,3,0,0,10.478657647515268,9
3.8478644808108524,6.832443224195858,10.800720278355415,10.932851271953071,4.753671649501525,cluster,0,0,1,5,2.871400636499222,5
3.8964631470460582,5.105868058310078,12.393858612821555,7.1871153239173,3.245011455842892,row,11,1,0,0,11.319696763892797,11
2.0316127188011186,5.529276925943037,12.33348023062548,8.384482788947011,4.684047940076015,cluster,0,0,1,6,2.163488483752551,6
4.369689684082564,7.081864992122301,16.460023178802615,11.324496468285943,3.851539669869818,row,7,2,0,0,4.858125534862345,14
4.453613266411529,7.440108813375702,18.827288580140262,12.209675903703381,4.2165019049027475,cluster,0,0,1,9,6.726078609352927,9
2.7176995981115075,3.768213212946782,6.966850176319885,9.877803438533286,3.2925251433360057,row,5,1,0,0,6.091770982566283,5
4.521356978295079,4.894544828327506,9.31649850911293,11.002346538531583,4.909965193176645,cluster,0,0,1,4,18.356792437363772,4
2.6253755021656615,4.072406253354001,6.8525599722290504,8.347346963394829,4.58750640731558,row,6,1,0,0,4.64227081909724,6
2.6879285768291714,5.367209446853397,10.377233551842401,7.7404407326731,3.567392128089554,cluster,0,0,1,5,9.501439451261797,5
3.9273781787246946,7.753649284985136,13.106815788787701,9.643792103782676,3.9415035746217875,row,6,2,0,0,13.65857402143481,12
3.9297716520192543,7.3851949385279845,11.896555685231645,8.906010264533514,3.4074781172165007,cluster,0,0,1,5,3.3925386413252316,5
4.1793715302648256,5.0025889716877545,10.832824969370336,7.6029820129138,4.714160656263898,row,7,1,0,0,4.887276444242213,7
4.059083603815603,4.36341126917668,7.748692753124377,10.9969004865623,4.142485565886139,cluster,0,0,1,3,11.172171326343868,3
4.587127017207269,7.799421257393418,13.486009435406979,13.457617819544126,3.818074284792039,row,2,6,0,0,17.291301078878078,12
2.3492543382552267,6.682890386934854,17.93243109315464,9.257339119726105,3.718933427420672,cluster,0,0,1,8,5.976341876396404,8
3.0049695259367937,7.221850236050312,19.423484064730342,6.370456555978394,3.139240853824388,row,17,1,0,0,7.751917755693893,17
2.4470403898788966,7.934076972129404,13.593913262321792,5.714811493314585,4.630965335529504,cluster,0,0,1,6,9.721867559375655,6
3.932521545732588,4.319135507772006,12.778038791012087,6.166373262819283,3.945403355960196,row,10,1,0,0,18.449212155815847,10
3.9472366366011173,7.166905817182683,18.50687526795304,7.289996876510686,3.298449895601708,cluster,0,0,1,9,4.3343033856502435,9
2.9802567716019057,7.5602641311823415,19.44157544063951,6.3211656217891505,3.9544244554406562,row,15,1,0,0,10.212056139716251,15
4.094947163015068,3.9915819801957273,10.541992123770132,11.660502785106694,3.5690205396096233,cluster,0,0,1,5,11.101366512177059,5
4.648826894019414,5.382976257582189,10.051642460666194,13.037206663867025,4.433528317608867,row,10,1,0,0,15.243181067751047,10
4.705356155389612,6.822020585754933,11.88005528130651,6.803908527973599,3.283922525321607,cluster,0,0,1,5,7.206079342779663,5
4.946291215950183,3.6166158109099107,7.175128445926554,7.401251948995657,3.243279979586954,row,7,1,0,0,8.895656880880491,7
2.679071483494174,3.548312564825447,6.140499522923932,6.907466970590853,4.882105304442188,cluster,0,0,1,3,9.601431604061126,3
3.710593973777459,7.041459683083275,18.527277894121177,7.80353319460796,4.678960945383844,row,8,2,0,0,11.666897068140257,16
3.076153402315614,5.014098417720262,15.010619005494028,7.084519559401894,3.7991595028217464,cluster,0,0,1,7,4.702433616767108,7
2.462641831512202,5.368016992079188,9.080703987976918,6.856491226580527,3.3784376412114843,row,2,4,0,0,6.9895236743478915,8
4.618158043444722,6.233743121612671,17.11455560785997,14.173987732841864,4.152608749998996,cluster,0,0,1,8,11.940852951485653,8
4.500732590747207,6.39551647481411,17.034786190469653,13.226802940851506,3.6683275117560874,row,14,1,0,0,11.764696480236275,14
3.4529635302905044,3.921143870648819,8.687555496943363,11.597534417719519,4.296897459740993,cluster,0,0,1,4,1.8200106402538452,4
2.6155846546156254,4.945087649713581,12.954947367762955,5.85198327578894,4.8373587056929575,row,7,1,0,0,6.469812519407787,7
3.8514137964862187,7.693601339888094,19.25695199903486,9.744826445380314,3.6316165834782836,cluster,0,0,1,9,9.82398793843946,9
3.5360840168442844,4.548624135392121,10.683541086810717,8.027561051756841,4.922278188420293,row,9,1,0,0,1.804709945194078,9
4.321153508687104,4.726754482626495,11.143939984891226,8.871170301675978,4.517631232347559,cluster,0,0,1,5,17.514731446748815,5
4.862609628269299,3.6605460484813284,11.200249782122777,7.971882112420459,4.664190172691693,row,4,2,0,0,13.748393931496036,8
2.3497066158310576,6.106065898378821,14.399638651249166,5.723424166253838,3.407093288113142,cluster,0,0,1,7,5.650479772467566,7
4.936304254594482,6.184146709266568,14.107247516992452,13.627071184550765,3.942305909499291,row,4,3,0,0,3.0823458905214185,12
3.4369275409603137,4.423351415581097,12.974999244602898,11.796532998449807,3.7046261544625403,cluster,0,0,1,6,11.31233074415579,6
2.3410409123041327,4.161664333724017,11.539164289615545,8.099405360487502,4.046418650922266,row,6,1,0,0,7.119150877881888,6
2.1406661192252656,3.046270186521329,6.5951041908730685,6.928540966342521,4.9172041933997335,cluster,0,0,1,3,5.72024489573806,3
2.5863795485099788,3.11108369215762,9.680289302659427,7.126164347468754,4.697126061954838,row,2,4,0,0,9.152876182063428,8
4.4990949672440115,6.808678084463622,14.625899399672523,11.254330265623476,4.938768147176846,cluster,0,0,1,7,19.462969650573864,7
4.0312222735240635,5.530114370904808,9.22855351884376,7.076102781138713,4.333716800815654,row,5,1,0,0,9.670323297657674,5
3.0015952690917036,3.642734816325702,10.397093255916323,6.119249158856261,4.249226398579898,cluster,0,0,1,5,9.5305110009881,5
4.053870585467829,4.206544733713269,10.608559119821786,11.690113890963737,3.1809305661749105,row,7,1,0,0,7.668903083558655,7
4.761375381426239,6.4036862788974,8.902362900807114,8.288805206469748,3.0933421618266896,cluster,0,0,1,4,15.831711754637965,4
2.2697501970926632,7.520093448168186,18.135354512549583,5.085800086522346,4.942653082620307,row,17,1,0,0,10.658269325895711,17
2.2640158204573244,3.644266566600737,10.569151430494923,5.75698148790652,4.605344929826558,cluster,0,0,1,5,2.3721119597288034,5
4.926499941227024,5.810507017827426,14.939757991184065,12.840594651446157,3.5685745778485476,row,14,1,0,0,15.970013426932026,14
4.11551650829621,5.322319642002141,12.952765954477997,10.499684888727588,3.612616557272499,cluster,0,0,1,6,10.787182669545835,6
2.3998605897617105,5.559954933949662,10.317301565927211,5.5498953825478266,4.071174729581957,row,8,1,0,0,10.177879372592516,8
3.933253164192886,6.774076793628986,16.765579301195707,7.688575146942554,3.1261470211845186,cluster,0,0,1,8,7.901387163397419,8
4.099178663289258,7.818680548083715,15.859074060887838,11.219921820597113,3.273378494863354,row,15,1,0,0,18.27251882450664,15
3.8471288802081127,7.090753019782756,17.27680570719235,11.481433803800435,4.293184037806191,cluster,0,0,1,8,11.192202140506112,8
2.620020285903138,4.88163150453685,7.416602199156809,7.654470754351962,3.3573804638300166,row,3,2,0,0,8.423105450003712,6
4.930193326079962,5.061349622376117,14.837522591207774,7.141648553527335,3.764237560385863,cluster,0,0,1,7,19.473808907885882,7
4.440924437674367,4.167973460935425,8.817902693570355,8.541334172143202,3.731625631787142,row,3,2,0,0,16.392627418353012,6
3.318855955718483,4.864016993549633,11.473891761553247,9.691537782030856,4.344204077360025,cluster,0,0,1,5,4.080754733540672,5
3.08466152046658,3.0227854746580025,8.729493185687577,5.257836428446646,3.14464183828951,row,8,1,0,0,9.8054251318236,8
3.383899849596563,5.253109317836473,14.127999321445223,11.266830184876639,3.1049027499482436,cluster,0,0,1,7,11.384112992291392,7
3.2026563417660086,3.328645017029723,5.554723235174103,7.88702570107937,4.625602311308383,row,5,1,0,0,9.748114392947565,5
4.06101908846035,7.50145977428328,10.378785433858148,6.664380740306757,3.1120377543995663,cluster,0,0,1,5,7.0474998270227385,5
4.041010196155546,4.4326308469834235,12.325074174075556,7.415262738309924,4.597389786031987,row,9,1,0,0,14.5130419260982,9
3.138166798210732,5.0040623597819085,13.376769876487055,11.190704027542619,4.579384878451526,cluster,0,0,1,6,7.423173119281477,6
4.134408302633678,4.722059273631923,7.283752565740959,6.257425108309884,3.406328263275819,row,3,2,0,0,8.015727509681955,6
3.4484125458163173,4.848280730051725,12.546588478246832,9.576776413549837,3.3393597600736866,cluster,0,0,1,6,15.933822401967703,6
4.509195933487788,5.838683866149994,15.3911571599027,11.063657702302738,4.181276041722681,row,12,1,0,0,18.23656091323303,12
3.001407496993826,3.0903281583185445,5.824537077258537,7.242766534430308,4.963828722468642,cluster,0,0,1,2,1.590579443060067,2
4.255031403122461,6.656653641174042,12.941357800573048,7.989215973859375,3.5760548307966173,row,7,1,0,0,19.390790263012192,7
2.6790742477129297,5.778631216700325,13.952501420523802,8.348973755881893,3.5951694729304124,cluster,0,0,1,6,11.773463844337838,6
4.803796363568177,6.73713567648887,15.602202884453778,7.263648328166243,3.063838734594018,row,10,1,0,0,3.793093374384222,10
3.6882653373737777,6.078634202671502,12.862108420012719,12.370010347150563,4.995558358526475,cluster,0,0,1,6,16.564689465821544,6
2.5375322529958924,7.44844953915023,17.876784142565995,6.044145022626309,4.195599279682569,row,2,8,0,0,10.11289431215663,16
3.9281079640930896,4.876217080819389,8.267930156909829,9.708502640716787,3.3722229504674703,cluster,0,0,1,4,17.164190165629172,4
2.5499313980308735,4.030834416335682,10.475707607583121,5.5385097396465826,3.0551015262420504,row,3,3,0,0,11.427368831326197,9
3.832535665242115,7.437143599439218,13.034608270676227,9.71886608088806,3.504868702777254,cluster,0,0,1,6,6.513422200099507,6
4.092613670272014,4.871838027648462,8.12069044157386,12.909836369865609,3.192025499299171,row,6,1,0,0,8.076579137756513,6
4.386619309032995,7.752694683678839,12.635860744880459,9.572022808491525,3.870165256938736,cluster,0,0,1,6,3.2487380280104743,6
2.7903649531836816,5.161282748923049,13.477225100344757,8.844310075619585,4.116827415206533,row,2,6,0,0,3.025536644943209,12
3.127253914455987,7.455021136330302,11.104817535348761,5.778634314782706,4.053910406527054,cluster,0,0,1,5,8.830443916794708,5
2.8748344674957305,7.813550478001508,18.903045369203596,8.863582634253294,4.5359573322669355,row,16,1,0,0,11.680129794247733,16
3.1824728534947355,5.562919430351885,11.223077373745566,5.359105241169942,4.670957510221788,cluster,0,0,1,5,10.869237366069285,5
4.6679577978733695,5.040534964715754,12.113363605382183,7.344920024645886,3.8884371090761674,row,2,6,0,0,20.237786198582853,12
3.5283336460685017,5.501885067473412,15.284125802010871,6.452491945049507,3.0580608146096626,cluster,0,0,1,7,2.8042740285399375,7
3.7340696288000204,4.8622333338540065,10.873485724382876,5.999268629078516,4.3036081973821165,row,5,2,0,0,14.674954772545261,10
3.2456922030978315,3.3959381948332212,9.518755312748794,5.798342725756259,3.7994391321014893,cluster,0,0,1,4,13.937783648625464,4
3.9346534586645148,4.92797964372153,7.472382279981366,6.793964569818477,4.8304829846101995,row,3,2,0,0,10.872692340045521,6
3.5360495283430957,3.0514961127656486,7.119793998831817,10.37494142443143,4.055866289233789,cluster,0,0,1,3,5.913516037606088,3
2.5140866844531313,6.216435229792181,12.128118045927184,7.59330271417933,4.702730243282157,row,9,1,0,0,12.488987006177066,9
2.7669094710246886,3.952268311147735,12.170620489652798,6.853412739711368,4.320742264196496,cluster,0,0,1,6,9.31994549059173,6
2.972231221679267,3.3448732736682754,11.661801528956945,9.205620036245898,4.543619048631074,row,3,3,0,0,7.09856999298456,9
4.765574749074961,6.629365486134963,16.060268305097154,7.216089391083179,4.891593974342347,cluster,0,0,1,8,20.848965933422107,8
2.696867010991937,6.048469374000856,10.091201032942415,10.33416123613831,4.976275853554073,row,1,10,0,0,12.79471873960809,10
3.3982792366469647,6.906152374947281,17.061108140212987,7.025138113270307,4.893375354828486,cluster,0,0,1,8,16.29883948173628,8
